"ID"	"GO1"	"GO2"	"GO3"	"GO4"	"GO5"	"GO6"	"GO7"	"GO8"	"Tetrahymena"
"O81149"	0	0	0	1	0	0	0	0	1
"O81153"	0	0	0	1	0	0	0	0	1
"O81849"	0	0	0	1	0	0	0	0	1
"O82264"	0	0	0	1	0	0	0	0	1
"P0C8K8"	0	0	0	1	0	0	0	0	1
"P0CH32"	0	0	0	1	0	0	0	0	1
"P0CH33"	0	0	0	1	0	0	0	0	1
"P25865"	0	0	0	1	0	0	0	0	1
"P30186"	0	0	0	1	0	0	0	0	1
"P34066"	0	0	0	1	0	0	0	0	1
"P35131"	0	0	0	1	0	0	0	0	1
"P35132"	0	0	0	1	0	0	0	0	1
"P35133"	0	0	0	1	0	0	0	0	1
"P35134"	0	0	0	1	0	0	0	0	1
"P42742"	0	0	0	1	0	0	0	0	1
"P42743"	0	0	0	1	0	0	0	0	1
"P42745"	0	0	0	1	0	0	0	0	1
"P42746"	0	0	0	1	0	0	0	0	1
"P42747"	0	0	0	1	0	0	0	0	1
"P42748"	0	0	0	1	0	0	0	0	1
"P42749"	0	0	0	1	0	0	0	0	1
"P42750"	0	0	0	1	0	0	0	0	1
"P43295"	0	0	0	1	0	0	0	0	1
"P43296"	0	0	0	1	0	0	0	0	1
"P43297"	0	0	0	1	0	0	0	0	1
"P49047"	0	0	0	1	0	0	0	0	1
"P54609"	0	0	0	1	0	0	0	0	1
"P55034"	0	0	0	1	0	1	0	0	1
"P56772"	0	0	0	1	0	0	0	0	1
"P57681"	0	0	0	1	0	1	0	0	1
"P59232"	0	0	0	1	0	0	0	0	1
"P59233"	0	0	0	1	0	0	0	0	1
"P59271"	0	0	0	1	0	0	0	0	1
"P92974"	0	0	0	1	0	0	0	0	1
"P93026"	0	0	0	1	0	0	0	0	1
"P93028"	0	0	0	1	0	0	0	0	1
"P93030"	0	0	0	1	0	0	0	0	1
"A0A075B6P5"	0	0	0	0	1	0	0	0	0
"A0A075B6Q5"	0	0	0	0	1	0	0	0	0
"A0A075B6R2"	0	0	0	0	1	0	0	0	0
"A0A075B6S6"	0	0	0	0	1	0	0	0	0
"A0A075B7B6"	0	0	0	0	1	0	0	0	0
"A0A075B7B8"	0	0	0	0	1	0	0	0	0
"A0A075B7D0"	0	0	0	0	1	0	0	0	0
"A0A075B7D8"	0	0	0	0	1	0	0	0	0
"A0A075B7E8"	0	0	0	0	1	0	0	0	0
"A0A075B7F0"	0	0	0	0	1	0	0	0	0
"A0A075B7F1"	0	0	0	0	1	0	0	0	0
"A0A087WSY4"	0	0	0	0	1	0	0	0	0
"A0A087WT57"	0	0	0	0	1	0	0	0	0
"A0A087WW49"	0	0	0	0	1	0	0	0	0
"A0A087WYE8"	0	0	0	0	1	0	0	0	0
"A0A087X1L8"	0	0	0	0	1	0	0	0	0
"A0A0A0MS14"	0	0	0	0	1	0	0	0	0
"A0A0A0MS15"	0	0	0	0	1	0	0	0	0
"A0A0A6YYK7"	0	0	0	0	1	0	0	0	0
"A0A0B4J1U7"	0	0	0	0	1	0	0	0	0
"A0A0B4J1V0"	0	0	0	0	1	0	0	0	0
"A0A0B4J1V1"	0	0	0	0	1	0	0	0	0
"A0A0B4J1V2"	0	0	0	0	1	0	0	0	0
"A0A0B4J1V6"	0	0	0	0	1	0	0	0	0
"A0A0B4J1V7"	0	0	0	0	1	0	0	0	0
"A0A0B4J1X5"	0	0	0	0	1	0	0	0	0
"A0A0B4J1X8"	0	0	0	0	1	0	0	0	0
"A0A0B4J1Y9"	0	0	0	0	1	0	0	0	0
"A0A0B4J2B6"	0	0	0	0	1	0	0	0	0
"A0A0B4J2B8"	0	0	0	0	1	0	0	0	0
"A0A0B4J2H0"	0	0	0	0	1	0	0	0	0
"A0A0C4DH25"	0	0	0	0	1	0	0	0	0
"A0A0C4DH29"	0	0	0	0	1	0	0	0	0
"A0A0C4DH30"	0	0	0	0	1	0	0	0	0
"A0A0C4DH31"	0	0	0	0	1	0	0	0	0
"A0A0C4DH32"	0	0	0	0	1	0	0	0	0
"A0A0C4DH33"	0	0	0	0	1	0	0	0	0
"A0A0C4DH34"	0	0	0	0	1	0	0	0	0
"A0A0C4DH35"	0	0	0	0	1	0	0	0	0
"A0A0C4DH36"	0	0	0	0	1	0	0	0	0
"A0A0C4DH38"	0	0	0	0	1	0	0	0	0
"A0A0C4DH39"	0	0	0	0	1	0	0	0	0
"A0A0C4DH41"	0	0	0	0	1	0	0	0	0
"A0A0C4DH42"	0	0	0	0	1	0	0	0	0
"A0A0C4DH43"	0	0	0	0	1	0	0	0	0
"A0A0C4DH73"	0	0	0	0	1	0	0	0	0
"A0A0G2JMI3"	0	0	0	0	1	0	0	0	0
"A0A0G2JPB7"	0	0	0	0	1	0	0	0	0
"A0A0J9YVY3"	0	0	0	0	1	0	0	0	0
"A0A0J9YW62"	0	0	0	0	1	0	0	0	0
"A0A0J9YWU9"	0	0	0	0	1	0	0	0	0
"A0A0J9YX35"	0	0	0	0	1	0	0	0	0
"A0A0J9YXX1"	0	0	0	0	1	0	0	0	0
"A0A0J9YY99"	0	0	0	0	1	0	0	0	0
"A0A0J9YYD9"	0	0	0	0	1	0	0	0	0
"A0A5B9"	0	0	0	0	1	0	0	0	0
"A0M8Q6"	0	0	0	0	1	0	0	0	0
"A1A4Y4"	0	0	0	0	1	0	0	0	0
"A2KUC3"	0	0	0	0	1	0	0	0	0
"A2NJV5"	0	0	0	0	1	0	0	0	0
"A2NXD2"	0	0	0	0	1	0	0	0	0
"A2RU30"	0	0	0	0	1	0	0	0	0
"A2VDJ0"	0	0	0	0	1	0	0	0	0
"A5LHX3"	0	0	0	0	1	0	0	0	0
"A6NC98"	0	0	0	0	1	0	0	0	0
"A6NGB9"	0	0	0	0	1	0	0	0	0
"A6NGU5"	0	0	0	0	1	0	0	0	0
"A6NK06"	0	0	0	0	1	0	0	0	0
"A6NMB1"	0	0	0	0	1	0	0	0	0
"A8K4G0"	0	0	0	0	1	0	0	0	0
"A8MTL9"	0	0	0	0	1	0	0	0	0
"A8MVZ5"	0	0	0	0	1	0	0	0	0
"B0I1T2"	0	0	0	0	1	0	0	0	0
"B6A8C7"	0	0	0	0	1	0	0	0	0
"B7Z8K6"	0	0	0	0	1	0	0	0	0
"B9A064"	0	0	0	0	1	0	0	0	0
"O00155"	0	0	0	0	1	0	0	0	0
"O00159"	0	0	0	0	1	0	0	0	0
"O00165"	0	0	0	0	1	0	0	0	0
"O00182"	0	0	0	0	1	0	0	0	0
"O00187"	0	0	0	0	1	0	0	0	0
"O00206"	0	0	0	0	1	0	0	0	0
"O00231"	0	0	0	0	1	0	0	0	0
"O00232"	0	0	0	0	1	0	0	0	0
"O00233"	0	0	0	0	1	0	0	0	0
"O00241"	0	0	0	0	1	0	0	0	0
"O00401"	0	0	0	0	1	0	0	0	0
"O00429"	0	0	0	0	1	0	0	0	0
"O00453"	0	0	0	0	1	0	0	0	0
"O00470"	0	0	0	0	1	0	0	0	0
"O00478"	0	0	0	0	1	0	0	0	0
"O00481"	0	0	0	0	1	0	0	0	0
"O00487"	0	0	0	0	1	0	0	0	0
"O00585"	0	0	0	0	1	0	0	0	0
"O00602"	0	0	0	0	1	0	0	0	0
"O14492"	0	0	0	0	1	0	0	0	0
"O14545"	0	0	0	0	1	0	0	0	0
"O14638"	0	0	0	0	1	0	0	0	0
"O14672"	0	0	0	0	1	0	0	0	0
"O14730"	0	0	0	0	1	0	0	0	0
"O14733"	0	0	0	0	1	0	0	0	0
"O14770"	0	0	0	0	1	0	0	0	0
"O14788"	0	0	0	0	1	0	0	0	0
"O14793"	0	0	0	0	1	0	0	0	0
"O14796"	0	0	0	0	1	0	0	0	0
"O14818"	0	0	0	0	1	0	0	0	0
"O14836"	0	0	0	0	1	0	0	0	0
"O14843"	0	0	0	0	1	0	0	0	0
"O14862"	0	0	0	0	1	0	0	0	0
"O14920"	0	0	0	0	1	0	0	0	0
"O14931"	0	0	0	0	1	0	0	0	0
"O14944"	0	0	0	0	1	0	0	0	0
"O14966"	0	0	0	0	1	0	0	0	0
"O15105"	0	0	0	0	1	0	0	0	0
"O15111"	0	0	0	0	1	0	0	0	0
"O15117"	0	0	0	0	1	0	0	0	0
"O15143"	0	0	0	0	1	0	0	0	0
"O15144"	0	0	0	0	1	0	0	0	0
"O15145"	0	0	0	0	1	0	0	0	0
"O15156"	0	0	0	0	1	0	0	0	0
"O15181"	0	0	0	0	1	0	0	0	0
"O15318"	0	0	0	0	1	0	0	0	0
"O15360"	0	0	0	0	1	0	0	0	0
"O15370"	0	0	0	0	1	0	0	0	0
"O15400"	0	0	0	0	1	0	0	0	0
"O15444"	0	0	0	0	1	0	0	0	0
"O15455"	0	0	0	0	1	0	0	0	0
"O15511"	0	0	0	0	1	0	0	0	0
"O15520"	0	0	0	0	1	0	0	0	0
"O15530"	0	0	0	0	1	0	0	0	0
"O15552"	0	0	0	0	1	0	0	0	0
"O15554"	0	0	0	0	1	0	0	0	0
"O43164"	0	0	0	0	1	0	0	0	0
"O43194"	0	0	0	0	1	0	0	0	0
"O43242"	0	0	0	0	1	0	0	0	0
"O43290"	0	0	0	0	1	0	0	0	0
"A0A0A7EPL0"	0	0	0	0	0	1	0	0	0
"A0MES8"	0	0	0	0	0	1	0	0	0
"A0SVK0"	0	0	0	0	0	1	0	0	0
"B3H7F6"	0	0	0	0	0	1	0	0	0
"B3H7M2"	0	0	0	0	0	1	0	0	0
"B9DGI8"	0	0	0	0	0	1	0	0	0
"B9DHT4"	0	0	0	0	0	1	0	0	0
"C0LGQ9"	0	0	0	0	0	1	0	0	0
"F4HRC9"	0	0	0	0	0	1	0	0	0
"F4HTH8"	0	0	0	0	0	1	0	0	0
"F4HZB2"	0	0	0	0	0	1	0	0	0
"F4I1S7"	0	0	0	0	0	1	0	0	0
"F4I1V3"	0	0	0	0	0	1	0	0	0
"F4I3C9"	0	0	0	0	0	1	0	0	0
"F4I7B6"	0	0	0	0	0	1	0	0	0
"F4IB81"	0	0	0	0	0	1	0	0	0
"F4IIS6"	0	0	0	0	0	1	0	0	0
"F4IQ66"	0	0	0	0	0	1	0	0	0
"F4IQ85"	0	0	0	0	0	1	0	0	0
"F4IRB4"	0	0	0	0	0	1	0	0	0
"F4ISU2"	0	0	0	0	0	1	0	0	0
"F4IVM7"	0	0	0	0	0	1	0	0	0
"F4J0N1"	0	0	0	0	0	1	0	0	0
"F4J0W4"	0	0	0	0	0	1	0	0	0
"F4J9A0"	0	0	0	0	0	1	0	0	0
"F4JB53"	0	0	0	0	0	1	0	0	0
"F4JCB2"	0	0	0	0	0	1	0	0	0
"F4JGW8"	0	0	0	0	0	1	0	0	0
"F4JIU9"	0	0	0	0	0	1	0	0	0
"F4JJP9"	0	0	0	0	0	1	0	0	0
"F4JKH6"	0	0	0	0	0	1	0	0	0
"F4JNK0"	0	0	0	0	0	1	0	0	0
"F4JNX3"	0	0	0	0	0	1	0	0	0
"F4JPT7"	0	0	0	0	0	1	0	0	0
"F4JTP5"	0	0	0	0	0	1	0	0	0
"F4JVI3"	0	1	0	0	0	1	0	0	0
"F4JYG0"	0	0	0	0	0	1	0	0	0
"F4JZY1"	0	0	0	0	0	1	0	0	0
"F4K6Q7"	0	0	0	0	0	1	0	0	0
"F4K9K2"	0	0	0	0	0	1	0	0	0
"F4KAQ8"	0	0	0	0	0	1	0	0	0
"O03042"	0	0	0	0	0	1	0	0	0
"O04036"	0	0	0	0	0	1	0	0	0
"O04492"	0	0	0	0	0	1	0	0	0
"O04499"	0	0	0	0	0	1	0	0	0
"O04515"	0	0	0	0	0	1	0	0	0
"O04714"	0	1	0	0	0	1	0	0	0
"O04719"	0	0	0	0	0	1	0	0	0
"O22151"	0	0	0	0	0	1	0	0	0
"O22788"	0	1	0	0	0	1	0	0	0
"O22809"	0	0	0	0	0	1	0	0	0
"O22850"	0	0	0	0	0	1	0	0	0
"O22882"	0	0	0	0	0	1	0	0	0
"O22893"	0	0	0	0	0	1	0	0	0
"O23141"	0	1	0	0	0	1	0	0	0
"O23181"	0	0	0	0	0	1	0	0	0
"O23523"	0	0	0	0	0	1	0	0	0
"O23569"	0	0	0	0	0	1	0	0	0
"O24456"	0	1	0	0	0	1	0	0	0
"O24646"	0	0	0	0	0	1	0	0	0
"O48538"	0	1	0	0	0	1	0	0	0
"O48686"	0	0	0	0	0	1	0	0	0
"O48832"	0	0	0	0	0	1	0	0	0
"O48848"	0	0	0	0	0	1	0	0	0
"O49377"	0	0	0	0	0	1	0	0	0
"O49686"	0	0	0	0	0	1	0	0	0
"O64644"	0	0	0	0	0	1	0	0	0
"O64816"	0	0	0	0	0	1	0	0	0
"O64851"	0	0	0	0	0	1	0	0	0
"O64868"	0	0	0	0	0	1	0	0	0
"O65570"	0	0	0	0	0	1	0	0	0
"O80340"	0	0	0	0	0	1	0	0	0
"O80396"	0	0	0	0	0	1	0	0	0
"O80452"	0	1	0	0	0	1	0	0	0
"O80642"	0	0	0	0	0	1	0	0	0
"O80653"	0	0	0	0	0	1	0	0	0
"O80720"	0	0	0	0	0	1	0	0	0
"O80871"	0	0	0	0	0	1	0	0	0
"O80888"	0	0	0	0	0	1	0	0	0
"O80920"	0	0	0	0	0	1	0	0	0
"O80986"	0	0	0	0	0	1	0	0	0
"O80992"	0	0	0	0	0	1	0	0	0
"O81270"	0	1	0	0	0	1	0	0	0
"O81439"	0	0	0	0	0	1	0	0	0
"O81445"	0	0	0	0	0	1	0	0	0
"O81716"	0	0	0	0	0	1	0	0	0
"O81862"	0	0	0	0	0	1	0	0	0
"O82245"	0	0	0	0	0	1	0	0	0
"O82659"	0	0	0	0	0	1	0	0	0
"O82804"	0	0	0	0	0	1	0	0	0
"P06525"	0	0	0	0	0	1	0	0	0
"P0C5E2"	0	0	0	0	0	1	0	0	0
"P0DO11"	0	0	0	0	0	1	0	0	0
"P0DO12"	0	0	0	0	0	1	0	0	0
"P15455"	0	0	0	0	0	1	0	0	0
"P15456"	0	0	0	0	0	1	0	0	0
"P18064"	0	1	0	0	0	1	0	0	0
"P18612"	0	0	0	0	0	1	0	0	0
"P20649"	0	0	0	0	0	1	0	0	0
"P25070"	0	0	0	0	0	1	0	0	0
"P25696"	0	0	0	0	0	1	0	0	0
"P25863"	0	0	0	0	0	1	0	0	0
"P30185"	0	0	0	0	0	1	0	0	0
"P31168"	0	0	0	0	0	1	0	0	0
"P31169"	0	0	0	0	0	1	0	0	0
"P37702"	0	0	0	0	0	1	0	0	0
"P42758"	0	0	0	0	0	1	0	0	0
"P42759"	0	0	0	0	0	1	0	0	0
"P42763"	0	0	0	0	0	1	0	0	0
"P42776"	0	0	0	0	0	1	0	0	0
"P43286"	0	0	0	0	0	1	0	0	0
"P43287"	0	0	0	0	0	1	0	0	0
"P46604"	0	0	0	0	0	1	0	0	0
"P46667"	0	0	0	0	0	1	0	0	0
"P46668"	0	0	0	0	0	1	0	0	0
"P46689"	0	0	0	0	0	1	0	0	0
"P46897"	0	0	0	0	0	1	0	0	0
"P48347"	0	0	0	0	0	1	0	0	0
"P49333"	0	1	0	0	0	1	0	1	0
"P49597"	0	0	0	0	0	1	0	0	0
"P49598"	0	0	0	0	0	1	0	0	0
"P54144"	0	0	0	0	0	1	0	0	0
"P58766"	0	0	0	0	0	1	0	0	0
"P92937"	0	0	0	0	0	1	0	0	0
"P93004"	0	0	0	0	0	1	0	0	0
"P93006"	0	0	0	0	0	1	0	0	0
"P93758"	0	0	0	0	0	1	0	0	0
"P93831"	0	0	0	0	0	1	0	0	0
"Q01593"	0	0	0	0	0	1	0	0	0
"Q02973"	0	0	0	0	0	1	0	0	0
"Q03251"	0	0	0	0	0	1	0	0	0
"Q04980"	0	0	0	0	0	1	0	0	0
"Q06327"	0	0	0	0	0	1	0	0	0
"Q06738"	0	0	0	0	0	1	0	0	0
"Q07187"	0	0	0	0	0	1	0	0	0
"Q0WQG8"	0	0	0	0	0	1	0	0	0
"Q0WW17"	0	1	0	0	0	1	0	1	0
"Q0WW43"	0	0	0	0	0	1	0	0	0
"Q17TI5"	0	0	0	0	0	1	0	0	0
"A0MFS5"	0	0	0	0	0	0	1	0	0
"B3H5S2"	0	0	0	0	0	0	1	0	0
"B9DHG0"	0	0	0	0	0	0	1	0	0
"F4I890"	0	0	0	0	0	0	1	0	0
"F4I896"	0	0	0	0	0	0	1	0	0
"F4IAG5"	0	0	0	0	0	0	1	0	0
"F4J1L5"	0	0	0	0	0	0	1	0	0
"F4JGR5"	0	0	0	0	0	0	1	0	0
"F4JHA2"	0	0	0	0	0	0	1	0	0
"F4JQE2"	0	0	0	0	0	0	1	0	0
"F4K8I1"	0	0	0	0	0	0	1	0	0
"O22609"	0	0	0	0	0	0	1	0	0
"O22682"	0	1	0	0	0	0	1	0	0
"O22773"	0	0	0	0	0	0	1	0	0
"O23403"	0	0	0	0	0	0	1	0	0
"O49668"	0	0	0	0	0	0	1	0	0
"O64750"	0	0	0	0	0	0	1	0	0
"O65502"	0	0	0	0	0	0	1	0	0
"O81208"	0	0	0	0	0	0	1	0	0
"O82261"	0	0	0	0	0	0	1	0	0
"P04778"	0	0	0	0	0	0	1	0	0
"P0CJ48"	0	0	0	0	0	0	1	0	0
"P10795"	0	0	0	0	0	0	1	0	0
"P14713"	0	0	0	0	0	0	1	0	0
"P16972"	0	0	0	0	0	0	1	0	0
"P23321"	0	0	0	0	0	0	1	0	0
"P25851"	0	1	0	0	0	0	1	0	0
"P25856"	0	0	0	0	0	0	1	0	0
"P25857"	0	0	0	0	0	0	1	0	0
"P27140"	0	0	0	0	0	0	1	0	0
"P27202"	0	0	0	0	0	0	1	0	0
"P27521"	0	0	0	0	0	0	1	0	0
"P46283"	0	1	0	0	0	0	1	0	0
"P49599"	0	0	0	0	0	0	1	0	0
"P56751"	0	0	0	0	0	0	1	0	0
"P56755"	0	0	0	0	0	0	1	0	0
"P56766"	0	0	0	0	0	0	1	0	0
"P56771"	0	0	0	0	0	0	1	0	0
"P56777"	0	0	0	0	0	0	1	0	0
"P56788"	0	0	0	0	0	0	1	0	0
"P61843"	0	0	0	0	0	0	1	0	0
"P62090"	0	0	0	0	0	0	1	0	0
"Q01667"	0	0	0	0	0	0	1	0	0
"Q01908"	0	1	0	0	0	0	1	0	0
"Q07473"	0	0	0	0	0	0	1	0	0
"Q0WRJ7"	0	0	0	0	0	0	1	0	0
"Q0WUA3"	0	1	0	0	0	0	1	0	0
"Q2V4B2"	0	0	0	0	0	0	1	0	0
"Q37165"	0	0	0	0	0	0	1	0	0
"Q39101"	0	0	0	0	0	0	1	0	0
"Q39102"	0	0	0	1	0	0	1	0	0
"Q39141"	0	0	0	0	0	0	1	0	0
"Q39142"	0	0	0	0	0	0	1	0	0
"Q3KTM0"	0	0	0	0	0	0	1	0	0
"Q41932"	0	0	0	0	0	0	1	0	0
"Q42029"	0	0	0	0	0	0	1	0	0
"Q84RQ7"	0	0	0	0	0	0	1	0	0
"Q8GSJ6"	0	0	0	0	0	0	1	0	0
"Q8GYC7"	0	0	0	0	0	0	1	0	0
"Q8GYN2"	0	0	0	0	0	0	1	0	0
"Q8H112"	0	0	0	0	0	0	1	0	0
"Q8L540"	0	0	0	0	0	0	1	0	0
"Q8L923"	0	0	0	0	0	0	1	0	0
"Q8LCA1"	0	0	0	0	0	1	1	0	0
"Q8LCQ4"	0	0	0	0	0	0	1	0	0
"Q8RWG1"	0	0	0	0	0	0	1	0	0
"Q8RXS1"	0	0	0	0	0	0	1	0	0
"Q8VZ87"	0	0	0	0	0	0	1	0	0
"Q8W481"	0	0	0	0	0	0	1	0	0
"Q8W4D6"	0	0	0	0	0	0	1	0	0
"Q8W4M5"	0	0	0	0	0	0	1	0	0
"Q940Y6"	0	0	0	0	0	0	1	0	0
"Q949Q5"	0	0	0	0	0	0	1	0	0
"Q949Y5"	0	0	0	0	0	0	1	0	0
"Q94AQ8"	0	0	0	0	0	0	1	0	0
"Q94AX5"	0	0	0	0	0	0	1	0	0
"Q94B38"	0	0	0	0	0	0	1	0	0
"Q94BS2"	0	0	0	0	0	0	1	0	0
"Q95695"	0	0	0	0	0	0	1	0	0
"Q96289"	0	0	0	0	0	1	1	0	0
"Q9C503"	0	0	0	0	0	0	1	0	0
"Q9C639"	0	0	0	0	0	0	1	0	0
"Q9C9I7"	0	0	0	0	0	0	1	0	0
"Q9C9K1"	0	0	0	0	0	0	1	0	0
"Q9C9K3"	0	0	0	0	0	0	1	0	0
"Q9CAC5"	0	0	0	0	0	0	1	0	0
"Q9FEC1"	0	0	0	0	0	0	1	0	0
"Q9FH02"	0	0	0	1	0	0	1	0	0
"Q9FJ82"	0	0	0	0	0	0	1	0	0
"Q9FK23"	0	0	0	0	0	0	1	0	0
"Q9FKW6"	0	0	0	0	0	0	1	0	0
"Q9LD57"	0	0	0	0	0	0	1	0	0
"Q9LIM5"	0	0	0	0	0	0	1	0	0
"Q9LMQ2"	0	0	0	0	0	0	1	0	0
"Q9LR64"	0	0	0	0	0	0	1	0	0
"Q9LU01"	0	0	0	0	0	0	1	0	0
"Q9LU10"	0	0	0	0	0	0	1	0	0
"Q9LU21"	0	0	0	0	0	0	1	0	0
"Q9LU39"	0	0	0	0	0	0	1	0	0
"Q9LXR9"	0	0	0	0	0	0	1	0	0
"Q9LYN2"	0	0	0	0	0	0	1	0	0
"Q9LZP9"	0	0	0	0	0	0	1	0	0
"Q9M024"	0	0	0	0	0	0	1	0	0
"Q9M158"	0	0	0	0	0	0	1	0	0
"Q9M2D2"	0	0	0	0	0	0	1	0	0
"Q9M3C6"	0	0	0	0	0	0	1	0	0
"Q9MA79"	0	0	0	0	0	1	1	0	0
"Q9S726"	0	0	0	0	0	0	1	0	0
"Q9S756"	0	0	0	0	0	0	1	0	0
"Q9S7J7"	0	0	0	0	0	1	1	0	0
"Q9S7M0"	0	0	0	0	0	1	1	0	0
"Q9S7N7"	0	0	0	0	0	0	1	0	0
"Q9S7W1"	0	0	0	0	0	0	1	0	0
"Q9S841"	0	0	0	0	0	0	1	0	0
"Q9S9N6"	0	0	0	0	0	0	1	0	0
"Q9SEL7"	0	0	0	0	0	0	1	0	0
"Q9SF54"	0	0	0	0	0	0	1	0	0
"Q9SFB3"	0	0	0	0	0	0	1	0	0
"Q9SGH4"	0	0	0	0	0	0	1	0	0
"Q9SHR7"	0	0	0	0	0	1	1	0	0
"Q9SJ02"	0	0	0	0	0	0	1	0	0
"Q9SKT0"	0	0	0	0	0	0	1	0	0
"Q9SL05"	0	0	0	0	0	0	1	0	0
"Q9SLI4"	0	0	0	0	0	0	1	0	0
"Q9SNB7"	0	0	0	0	0	0	1	0	0
"Q9SRY4"	0	0	0	0	0	0	1	0	0
"Q9SSS9"	0	0	0	0	0	0	1	0	0
"Q9SY97"	0	0	0	0	0	0	1	0	0
"Q9SYH1"	0	0	0	0	0	0	1	0	0
"Q9SYP2"	0	0	0	0	0	0	1	0	0
"Q9SYW8"	0	0	0	0	0	0	1	0	0
"Q9SZC9"	0	0	0	0	0	0	1	0	0
"Q9T0A4"	0	0	0	0	0	0	1	0	0
"Q9XF87"	0	0	0	0	0	1	1	0	0
"Q9XF88"	0	0	0	0	0	0	1	0	0
"Q9XF89"	0	0	0	0	0	0	1	0	0
"Q9XFT3"	0	0	0	0	0	0	1	0	0
"Q9XI73"	0	0	0	0	0	0	1	0	0
"Q9XIL5"	0	0	0	0	0	0	1	0	0
"Q9ZNX9"	0	0	0	0	0	0	1	0	0
"Q9ZR03"	0	0	0	0	0	0	1	0	0
"Q9ZVE7"	0	0	0	0	0	0	1	0	0
"Q9ZVL6"	0	0	0	0	0	0	1	0	0
"Q9ZVZ9"	0	0	0	0	0	0	1	0	0
"A8MRC4"	0	0	0	0	0	0	0	1	0
"B9DFR3"	0	0	0	0	0	0	0	1	0
"B9DH97"	0	0	0	0	0	0	0	1	0
"F4HPC1"	0	0	0	0	0	0	0	1	0
"F4HR76"	0	0	0	0	0	0	0	1	0
"F4HUY1"	0	0	0	0	0	0	0	1	0
"F4I107"	0	0	0	0	0	0	0	1	0
"F4I6V0"	0	0	0	0	0	0	0	1	0
"F4I839"	0	0	0	0	0	0	0	1	0
"F4I9D5"	0	0	0	0	0	0	0	1	0
"F4IA77"	0	0	0	0	0	0	0	1	0
"F4IH21"	0	0	0	0	0	0	0	1	0
"F4IVV0"	0	0	0	0	0	0	0	1	0
"F4J9G0"	0	0	0	0	0	0	0	1	0
"F4JCI4"	0	0	0	0	0	0	0	1	0
"F4JIK9"	0	1	0	0	0	0	0	1	0
"F4JSU0"	0	0	0	0	0	0	0	1	0
"F4K6F1"	0	1	0	0	0	0	0	1	0
"F4K8F7"	0	1	0	0	0	0	0	1	0
"F4KE06"	0	0	0	0	0	0	0	1	0
"F4KGM7"	0	1	0	0	0	0	0	1	0
"O04500"	0	1	0	0	0	0	0	1	0
"O04523"	0	0	0	0	0	0	0	1	0
"O22244"	0	0	0	0	0	0	0	1	0
"O22666"	0	0	0	0	0	0	0	1	0
"O22775"	0	1	0	0	0	0	0	1	0
"O22807"	0	0	0	0	0	0	0	1	0
"O22943"	0	1	0	0	0	0	0	1	0
"O22960"	0	0	0	0	0	0	0	1	0
"O23147"	0	0	0	0	0	0	0	1	0
"O23386"	0	0	0	0	0	0	0	1	0
"O48676"	0	1	0	0	0	0	0	1	0
"O48847"	0	1	0	0	0	0	0	1	0
"O48946"	0	1	0	0	0	0	0	1	0
"O48947"	0	1	0	0	0	0	0	1	0
"O49323"	0	0	0	0	0	0	0	1	0
"O49607"	0	0	0	0	0	0	0	1	0
"O49730"	0	1	0	0	0	0	0	1	0
"O49782"	0	1	0	0	0	0	0	1	0
"O64614"	0	1	0	0	0	0	0	1	0
"O64883"	0	0	0	0	0	0	0	1	0
"O65431"	0	0	0	0	0	0	0	1	0
"O65782"	0	1	0	0	0	0	0	1	0
"O80434"	0	1	0	0	0	0	0	1	0
"O80501"	0	1	0	0	0	0	0	1	0
"O80731"	0	0	0	0	0	0	0	1	0
"O80803"	0	0	0	0	0	0	0	1	0
"O80891"	0	0	0	0	0	0	0	1	0
"O80898"	0	0	0	0	0	0	0	1	0
"O80899"	0	0	0	0	0	0	0	1	0
"O80919"	0	1	0	0	0	0	0	1	0
"O80940"	0	1	0	0	0	0	0	1	0
"O81053"	0	1	0	0	0	0	0	1	0
"O81346"	0	1	0	0	0	0	0	1	0
"O81417"	0	0	0	0	0	0	0	1	0
"O82481"	0	0	0	0	0	0	0	1	0
"P21216"	0	0	0	0	0	0	0	1	0
"P24806"	0	0	0	0	0	0	0	1	0
"P28185"	0	0	0	0	0	0	0	1	0
"P31414"	0	0	0	0	0	0	0	1	0
"P42697"	0	0	0	0	0	0	0	1	0
"P46309"	0	1	0	0	0	0	0	1	0
"P57751"	0	0	0	0	0	0	0	1	0
"P93042"	0	0	0	0	0	0	0	1	0
"P93046"	0	0	0	0	0	0	0	1	0
"Q0WNP7"	0	0	0	0	0	0	0	1	0
"Q0WNW0"	0	1	0	0	0	0	0	1	0
"Q0WPA5"	0	1	0	0	0	0	0	1	0
"Q0WPN7"	0	0	0	0	0	0	0	1	0
"Q0WPS0"	0	1	0	0	0	0	0	1	0
"Q0WT40"	0	0	0	0	0	0	0	1	0
"Q0WV12"	0	0	0	0	0	0	0	1	0
"Q0WV13"	0	1	0	0	0	0	0	1	0
"Q0WVN5"	0	0	0	0	0	0	0	1	0
"Q1PFD9"	0	1	0	0	0	0	0	1	0
"Q38857"	0	0	0	0	0	0	0	1	0
"Q38907"	0	0	0	0	0	0	0	1	0
"Q38958"	0	0	0	0	0	0	0	1	0
"Q39085"	0	0	0	0	0	0	0	1	0
"Q39088"	0	0	0	0	0	0	0	1	0
"Q39099"	0	0	0	0	0	0	0	1	0
"Q39258"	0	0	0	0	0	0	0	1	0
